SDT_YY,SDT_MM,SDT_DD,SDT_DY,ARP,ODP,FLT,AOD,STT_hour,STT_min,pas,num,route,DLY,DLY_RATE
2019,9,16,월,8,3,L1902,A,8,55,1962567.0,13083.0,L38,N,0.057420593022621653
2019,9,16,월,3,8,L1902,D,8,5,27460764.0,153832.5,L38,N,0.22828165928302108
2019,9,16,월,3,6,J1955,D,10,5,27460764.0,153832.5,J36,N,0.20563267680996822
2019,9,16,월,1,3,L1708,A,11,10,20324878.5,120780.0,L13,N,0.031189846090261236
2019,9,16,월,3,1,L1708,D,10,0,27460764.0,153832.5,L13,N,0.19427418989688583
2019,9,16,월,3,1,L1735,A,20,0,27460764.0,153832.5,L13,N,0.4435146494117545
2019,9,16,월,1,3,L1735,D,18,50,20324878.5,120780.0,L13,Y,0.7746562282671564
2019,9,16,월,3,8,L1903,A,12,55,27460764.0,153832.5,L38,N,0.08388380244836983
2019,9,16,월,8,3,L1903,D,12,10,1962567.0,13083.0,L38,N,0.3233721548443489
2019,9,16,월,3,6,J1956,A,15,20,27460764.0,153832.5,J36,N,0.164455639912914
2019,9,16,월,6,3,J1956,D,14,15,2215820.0,13247.5,J36,Y,0.6178889595909302
2019,9,16,월,1,3,L1736,A,22,15,20324878.5,120780.0,L13,N,0.11848308322462703
2019,9,16,월,3,1,L1736,D,21,5,27460764.0,153832.5,L13,Y,0.7742067352077133
2019,9,16,월,8,3,L1904,A,11,40,1962567.0,13083.0,L38,N,0.10543290761635132
2019,9,16,월,3,8,L1904,D,10,50,27460764.0,153832.5,L38,N,0.2711865964314673
2019,9,16,월,6,3,J1957,A,13,35,2215820.0,13247.5,J36,N,0.07966453109470101
2019,9,16,월,3,6,J1957,D,12,30,27460764.0,153832.5,J36,N,0.2680222177813687
2019,9,16,월,1,3,L1710,A,12,15,20324878.5,120780.0,L13,N,0.03555141740875851
2019,9,16,월,3,1,L1710,D,11,5,27460764.0,153832.5,L13,N,0.2719105291821902
2019,9,16,월,3,4,L1801,A,7,20,27460764.0,153832.5,L34,N,0.030713572107428734
2019,9,16,월,4,3,L1801,D,6,20,1993016.5,12843.5,L34,N,0.03958019298968569
2019,9,16,월,1,3,L1712,A,12,45,20324878.5,120780.0,L13,N,0.03360071779188717
2019,9,16,월,3,1,L1712,D,11,35,27460764.0,153832.5,L13,N,0.35831174961414886
2019,9,16,월,1,3,L1722,A,16,15,20324878.5,120780.0,L13,N,0.20195634991378955
2019,9,16,월,3,1,L1722,D,15,5,27460764.0,153832.5,L13,Y,0.7404007504544633
2019,9,16,월,4,3,L1802,A,9,25,1993016.5,12843.5,L34,N,0.06589828270745589
2019,9,16,월,3,4,L1802,D,8,25,27460764.0,153832.5,L34,N,0.22414177821354694
2019,9,16,월,3,8,L1905,A,17,15,27460764.0,153832.5,L38,N,0.08145634620310584
2019,9,16,월,8,3,L1905,D,16,30,1962567.0,13083.0,L38,N,0.21736929890936602
2019,9,16,월,6,3,J1959,A,16,40,2215820.0,13247.5,J36,N,0.08719429300944789
2019,9,16,월,3,6,J1959,D,15,30,27460764.0,153832.5,J36,N,0.29025942468681054
2019,9,16,월,3,1,L1713,A,12,55,27460764.0,153832.5,L13,N,0.07889829373744021
2019,9,16,월,1,3,L1713,D,11,45,20324878.5,120780.0,L13,N,0.25522416289345096
2019,9,16,월,3,1,L1723,A,15,45,27460764.0,153832.5,L13,N,0.1127011240737663
2019,9,16,월,3,4,L1803,A,9,55,27460764.0,153832.5,L34,N,0.33695788966132756
2019,9,16,월,4,3,L1803,D,8,55,1993016.5,12843.5,L34,N,0.4503749940623817
2019,9,16,월,8,3,L1906,A,15,55,1962567.0,13083.0,L38,N,0.13361798056716442
2019,9,16,월,3,8,L1906,D,15,5,27460764.0,153832.5,L38,N,0.2496673451735271
2019,9,16,월,3,6,J1960,A,18,25,27460764.0,153832.5,J36,N,0.18380848186487544
2019,9,16,월,1,3,L1723,D,14,35,20324878.5,120780.0,L13,N,0.1645759252760383
2019,9,16,월,4,3,L1804,A,15,50,1993016.5,12843.5,L34,N,0.16555550932525048
2019,9,16,월,3,4,L1804,D,14,45,27460764.0,153832.5,L34,N,0.33856071886403355
2019,9,16,월,3,7,L1931,A,7,30,27460764.0,153832.5,L37,N,0.0505710584858612
2019,9,16,월,7,3,L1931,D,6,40,174103.5,1147.5,L37,N,0.05597492409611416
2019,9,16,월,6,3,J1960,D,17,20,2215820.0,13247.5,J36,N,0.3873146145822007
2019,9,16,월,3,1,L1715,A,14,0,27460764.0,153832.5,L13,N,0.15570609362073998
2019,9,16,월,1,3,L1715,D,12,50,20324878.5,120780.0,L13,N,0.2547720121783056
2019,9,16,월,3,1,L1725,A,16,25,27460764.0,153832.5,L13,N,0.37832137625774165
2019,9,16,월,1,3,L1725,D,15,15,20324878.5,120780.0,L13,Y,0.7472430145255492
2019,9,16,월,7,3,L1932,A,19,0,174103.5,1147.5,L37,N,0.06253620668775653
2019,9,16,월,3,7,L1932,D,18,10,27460764.0,153832.5,L37,N,0.44763617078188744
2019,9,16,월,3,10,M1361,A,11,25,27460764.0,153832.5,M310,N,0.19193779219646892
2019,9,16,월,10,3,M1361,D,9,50,0.0,0.0,M310,Y,0.5163140722895389
2019,9,16,월,1,3,L1726,A,17,30,20324878.5,120780.0,L13,N,0.10802015047972882
2019,9,16,월,3,1,L1726,D,16,20,27460764.0,153832.5,L13,N,0.349516138507056
2019,9,16,월,3,4,L1805,A,11,5,27460764.0,153832.5,L34,N,0.16799906868104578
2019,9,16,월,4,3,L1805,D,10,5,1993016.5,12843.5,L34,N,0.4595677812802592
2019,9,16,월,3,10,M1363,A,18,10,27460764.0,153832.5,M310,N,0.21208922789395868
2019,9,16,월,10,3,M1363,D,16,50,0.0,0.0,M310,Y,0.5442568197809946
2019,9,16,월,3,1,L1717,A,14,30,27460764.0,153832.5,L13,N,0.2043325418439491
2019,9,16,월,1,3,L1717,D,13,20,20324878.5,120780.0,L13,N,0.4612100389826677
2019,9,16,월,3,1,L1727,A,18,35,27460764.0,153832.5,L13,N,0.0843936833433213
2019,9,16,월,1,3,L1727,D,17,25,20324878.5,120780.0,L13,N,0.13001009829718843
2019,9,16,월,4,3,L1806,A,19,5,1993016.5,12843.5,L34,N,0.18366637255998014
2019,9,16,월,3,4,L1806,D,18,5,27460764.0,153832.5,L34,N,0.43727973423837674
2019,9,16,월,3,1,L1701,A,7,50,27460764.0,153832.5,L13,N,0.01727877292081881
2019,9,16,월,1,3,L1701,D,6,40,20324878.5,120780.0,L13,N,0.03672612376365981
2019,9,16,월,1,3,L1718,A,13,55,20324878.5,120780.0,L13,N,0.05250776323790823
2019,9,16,월,3,1,L1718,D,12,45,27460764.0,153832.5,L13,N,0.08560997179692699
2019,9,16,월,1,3,L1728,A,18,15,20324878.5,120780.0,L13,N,0.43229083251689415
2019,9,16,월,3,1,L1728,D,17,5,27460764.0,153832.5,L13,Y,0.5754726093829696
2019,9,16,월,3,4,L1807,A,17,30,27460764.0,153832.5,L34,N,0.18394182488149755
2019,9,16,월,4,3,L1807,D,16,25,1993016.5,12843.5,L34,N,0.2368234289060409
2019,9,16,월,1,4,B1850,A,21,0,20324878.5,120780.0,B14,N,0.05622321199216171
2019,9,16,월,4,1,B1850,D,20,5,1993016.5,12843.5,B14,N,0.14907221573287174
2019,9,16,월,1,5,J1607,A,13,10,20324878.5,120780.0,J15,N,0.022732371194523492
2019,9,16,월,5,1,J1607,D,12,10,656660.0,6005.5,J15,N,0.0594760382371372
2019,9,16,월,5,1,J1608,A,14,50,656660.0,6005.5,J15,N,0.0318017746136923
2019,9,16,월,1,5,J1608,D,13,50,20324878.5,120780.0,J15,N,0.16718878920230001
2019,9,16,월,8,1,A1703,A,10,30,1962567.0,13083.0,A18,N,0.06446550547590586
2019,9,16,월,1,8,A1703,D,9,35,20324878.5,120780.0,A18,N,0.0979150296417963
2019,9,16,월,9,1,J1334,A,9,40,590219.5,5008.0,J19,N,0.04497218717121018
2019,9,16,월,1,9,J1334,D,8,40,20324878.5,120780.0,J19,N,0.11174788104625794
2019,9,16,월,1,5,J1609,A,16,30,20324878.5,120780.0,J15,N,0.033053253888096025
2019,9,16,월,5,1,J1609,D,15,30,656660.0,6005.5,J15,N,0.17030652983841865
2019,9,16,월,5,1,J1610,A,18,10,656660.0,6005.5,J15,N,0.04278434183289713
2019,9,16,월,1,5,J1610,D,17,10,20324878.5,120780.0,J15,N,0.05952013763399042
2019,9,16,월,1,8,A1704,A,11,55,20324878.5,120780.0,A18,N,0.03875286282339518
2019,9,16,월,8,1,A1704,D,11,0,1962567.0,13083.0,A18,N,0.19480399266453005
2019,9,16,월,1,5,J1611,A,19,50,20324878.5,120780.0,J15,N,0.0321992461307382
2019,9,16,월,5,1,J1611,D,18,50,656660.0,6005.5,J15,N,0.07842762760070404
2019,9,16,월,8,1,A1707,A,16,50,1962567.0,13083.0,A18,N,0.05691148365706955
2019,9,16,월,1,8,A1707,D,16,0,20324878.5,120780.0,A18,N,0.11513880929489637
2019,9,16,월,1,8,A1708,A,18,10,20324878.5,120780.0,A18,N,0.1017220174557209
2019,9,16,월,8,1,A1708,D,17,20,1962567.0,13083.0,A18,N,0.27759386995865676
2019,9,16,월,9,1,J1336,A,18,10,590219.5,5008.0,J19,N,0.07560046269042152
2019,9,16,월,1,9,J1336,D,17,10,20324878.5,120780.0,J19,N,0.20392418393263229
2019,9,16,월,5,1,J1612,A,21,5,656660.0,6005.5,J15,N,0.039216646520118366
2019,9,16,월,1,5,J1612,D,20,5,20324878.5,120780.0,J15,N,0.20294182007703868
2019,9,16,월,9,1,A1733,A,13,30,590219.5,5008.0,A19,N,0.047678898524147355
2019,9,16,월,1,9,A1733,D,12,35,20324878.5,120780.0,A19,N,0.09933491692801523
2019,9,16,월,1,9,J1337,A,19,50,20324878.5,120780.0,J19,N,0.05061537455902114
2019,9,16,월,9,1,J1337,D,18,50,590219.5,5008.0,J19,N,0.1589392680222111
2019,9,16,월,12,1,J1634,A,7,50,179974.5,1885.0,J112,N,0.021391384087782433
2019,9,16,월,1,12,J1634,D,6,50,20324878.5,120780.0,J112,N,0.06489670796265043
2019,9,16,월,1,12,J1635,A,9,25,20324878.5,120780.0,J112,N,0.029459149076753337
2019,9,16,월,12,1,J1635,D,8,25,179974.5,1885.0,J112,N,0.12776441964238694
2019,9,16,월,1,9,A1734,A,15,0,20324878.5,120780.0,A19,N,0.05765188783822327
2019,9,16,월,9,1,A1734,D,14,5,590219.5,5008.0,A19,N,0.15707854697050438
2019,9,16,월,5,1,B1891,A,8,10,656660.0,6005.5,B15,N,0.03684622930719298
2019,9,16,월,1,5,B1891,D,7,10,20324878.5,120780.0,B15,N,0.08203907652426601
2019,9,16,월,12,1,J1636,A,19,30,179974.5,1885.0,J112,N,0.05448259903666381
2019,9,16,월,1,12,J1636,D,18,30,20324878.5,120780.0,J112,N,0.1242956831150817
2019,9,16,월,9,1,A1735,A,17,15,590219.5,5008.0,A19,N,0.05770746446951361
2019,9,16,월,1,9,A1735,D,16,20,20324878.5,120780.0,A19,N,0.10418745409393294
2019,9,16,월,1,5,B1892,A,13,35,20324878.5,120780.0,B15,N,0.029724799859955214
2019,9,16,월,5,1,B1892,D,12,35,656660.0,6005.5,B15,N,0.07349818735767667
2019,9,16,월,1,9,A1736,A,18,45,20324878.5,120780.0,A19,N,0.06984788553315188
2019,9,16,월,9,1,A1736,D,17,50,590219.5,5008.0,A19,N,0.11126955607928603
2019,9,16,월,11,1,J1538,A,16,45,90990.5,1364.5,J111,N,0.0236046538349166
2019,9,16,월,1,11,J1538,D,15,50,20324878.5,120780.0,J111,N,0.11685141502031687
2019,9,16,월,1,12,J1637,A,21,5,20324878.5,120780.0,J112,N,0.036422684918110786
2019,9,16,월,12,1,J1637,D,20,5,179974.5,1885.0,J112,N,0.12300450641435876
2019,9,16,월,5,1,B1893,A,15,15,656660.0,6005.5,B15,N,0.03748211221130855
2019,9,16,월,1,5,B1893,D,14,15,20324878.5,120780.0,B15,N,0.24044149785994662
2019,9,16,월,1,11,J1539,A,18,20,20324878.5,120780.0,J111,N,0.030821310801566595
2019,9,16,월,11,1,J1539,D,17,25,90990.5,1364.5,J111,N,0.04372447237966608
2019,9,16,월,1,5,B1894,A,21,0,20324878.5,120780.0,B15,N,0.04457128479660328
2019,9,16,월,5,1,B1894,D,20,0,656660.0,6005.5,B15,N,0.07682437993980132
2019,9,16,월,1,5,J1605,A,9,50,20324878.5,120780.0,J15,N,0.03499354281075916
2019,9,16,월,5,1,J1605,D,8,50,656660.0,6005.5,J15,N,0.06386081819947668
2019,9,16,월,5,1,J1606,A,11,30,656660.0,6005.5,J15,N,0.02926554392586124
2019,9,16,월,1,5,J1606,D,10,30,20324878.5,120780.0,J15,N,0.10898025756903236
2019,9,16,월,2,15,A1533,A,7,30,7298338.5,47523.5,A215,N,0.048327834899436255
2019,9,16,월,15,2,A1533,D,6,30,548237.5,5294.5,A215,N,0.1535792165619754
2019,9,16,월,1,2,B1800,A,7,55,20324878.5,120780.0,B12,N,0.018183574982244353
2019,9,16,월,2,1,B1800,D,7,0,7298338.5,47523.5,B12,N,0.03941360685766964
2019,9,16,월,1,2,B1816,A,15,55,20324878.5,120780.0,B12,N,0.060793452532946504
2019,9,16,월,2,1,B1816,D,15,0,7298338.5,47523.5,B12,N,0.21750498950673777
2019,9,16,월,2,1,B1829,A,21,35,7298338.5,47523.5,B12,N,0.06060547398294676
2019,9,16,월,1,2,B1829,D,20,30,20324878.5,120780.0,B12,N,0.3097828015679216
2019,9,16,월,2,1,J1108,A,10,5,7298338.5,47523.5,J12,N,0.026245752057942866
2019,9,16,월,1,2,J1108,D,9,0,20324878.5,120780.0,J12,N,0.0770553222793397
2019,9,16,월,2,1,J1114,A,13,5,7298338.5,47523.5,J12,N,0.023035788088480856
2019,9,16,월,1,2,J1114,D,12,0,20324878.5,120780.0,J12,N,0.07112530436753467
2019,9,16,월,1,2,J1127,A,20,40,20324878.5,120780.0,J12,N,0.038807738640899044
2019,9,16,월,2,1,J1127,D,19,40,7298338.5,47523.5,J12,N,0.11217846354798443
2019,9,16,월,15,2,J1411,A,17,40,548237.5,5294.5,J215,N,0.041610880176823434
2019,9,16,월,2,15,J1411,D,16,30,7298338.5,47523.5,J215,N,0.0767153963021685
2019,9,16,월,1,2,B1802,A,8,55,20324878.5,120780.0,B12,N,0.01884005580312834
2019,9,16,월,2,1,B1802,D,8,0,7298338.5,47523.5,B12,N,0.05055824000587541
2019,9,16,월,2,1,B1817,A,15,25,7298338.5,47523.5,B12,N,0.0938911993727721
2019,9,16,월,1,2,B1817,D,14,30,20324878.5,120780.0,B12,N,0.25368657034045483
2019,9,16,월,1,2,J1109,A,11,40,20324878.5,120780.0,J12,N,0.04781192255514752
2019,9,16,월,1,2,J1115,A,14,40,20324878.5,120780.0,J12,N,0.03870255075962031
2019,9,16,월,2,1,J1115,D,13,40,7298338.5,47523.5,J12,N,0.11876017985901266
2019,9,16,월,2,1,J1128,A,20,5,7298338.5,47523.5,J12,N,0.04960435280233359
2019,9,16,월,1,2,J1128,D,19,0,20324878.5,120780.0,J12,N,0.2985027450878137
2019,9,16,월,2,10,M1351,A,14,30,7298338.5,47523.5,M210,N,0.11109876861036978
2019,9,16,월,10,2,M1351,D,13,40,0.0,0.0,M210,Y,0.5627268355752906
2019,9,16,월,2,1,J1116,A,14,5,7298338.5,47523.5,J12,N,0.038526654647255264
2019,9,16,월,1,2,J1116,D,13,0,20324878.5,120780.0,J12,N,0.10245558215660788
2019,9,16,월,10,2,M1352,A,16,5,0.0,0.0,M210,N,0.2665426959079325
2019,9,16,월,2,10,M1352,D,15,5,7298338.5,47523.5,M210,N,0.13785897892594803
2019,9,16,월,15,2,A1534,A,17,0,548237.5,5294.5,A215,N,0.08435340945743697
2019,9,16,월,2,15,A1534,D,16,5,7298338.5,47523.5,A215,N,0.07034487766649587
2019,9,16,월,2,1,B1803,A,8,25,7298338.5,47523.5,B12,N,0.0407192375251503
2019,9,16,월,1,2,B1803,D,7,30,20324878.5,120780.0,B12,N,0.08624398637661572
2019,9,16,월,1,2,B1818,A,16,55,20324878.5,120780.0,B12,N,0.03480897231782207
2019,9,16,월,2,1,B1818,D,16,0,7298338.5,47523.5,B12,N,0.1830458716821324
2019,9,16,월,1,2,B1804,A,9,55,20324878.5,120780.0,B12,N,0.05609690738086323
2019,9,16,월,2,1,B1804,D,9,0,7298338.5,47523.5,B12,N,0.18292088624048738
2019,9,16,월,2,1,B1819,A,16,25,7298338.5,47523.5,B12,N,0.08006257939730421
2019,9,16,월,1,2,B1819,D,15,30,20324878.5,120780.0,B12,N,0.2398331833900201
2019,9,16,월,1,2,J1117,A,15,40,20324878.5,120780.0,J12,N,0.04152375709939238
2019,9,16,월,2,1,J1117,D,14,40,7298338.5,47523.5,J12,N,0.20914705280689627
2019,9,16,월,2,1,B1805,A,9,25,7298338.5,47523.5,B12,N,0.04602386948476609
2019,9,16,월,1,2,B1805,D,8,30,20324878.5,120780.0,B12,N,0.08995278027443433
2019,9,16,월,1,2,B1820,A,17,55,20324878.5,120780.0,B12,N,0.08480575825325516
2019,9,16,월,2,1,B1820,D,17,0,7298338.5,47523.5,B12,N,0.2991995367219984
2019,9,16,월,2,1,J1118,A,15,5,7298338.5,47523.5,J12,N,0.040574336510156905
2019,9,16,월,1,2,J1118,D,14,0,20324878.5,120780.0,J12,N,0.15003025236836315
2019,9,16,월,1,2,B1806,A,10,55,20324878.5,120780.0,B12,N,0.059985613079996995
2019,9,16,월,2,1,B1806,D,10,0,7298338.5,47523.5,B12,N,0.3012238511087729
2019,9,16,월,2,1,B1821,A,17,25,7298338.5,47523.5,B12,N,0.06196446041659308
2019,9,16,월,1,2,B1821,D,16,30,20324878.5,120780.0,B12,N,0.14964158269677344
2019,9,16,월,1,2,J1119,A,16,40,20324878.5,120780.0,J12,N,0.04480752505293399
2019,9,16,월,2,1,J1119,D,15,40,7298338.5,47523.5,J12,N,0.29187731403713457
2019,9,16,월,1,2,J1129,A,21,40,20324878.5,120780.0,J12,N,0.04661292544810778
2019,9,16,월,2,1,J1129,D,20,40,7298338.5,47523.5,J12,N,0.22842179963923245
2019,9,16,월,2,1,J1130,A,21,5,7298338.5,47523.5,J12,N,0.04808769808051868
2019,9,16,월,1,2,J1130,D,20,0,20324878.5,120780.0,J12,N,0.2647883182582589
2019,9,16,월,2,1,B1807,A,10,25,7298338.5,47523.5,B12,N,0.04013723392885453
2019,9,16,월,1,2,B1807,D,9,30,20324878.5,120780.0,B12,N,0.11132806126771255
2019,9,16,월,2,1,J1120,A,16,5,7298338.5,47523.5,J12,N,0.025395215351270876
2019,9,16,월,1,2,J1120,D,15,0,20324878.5,120780.0,J12,N,0.12546980761819349
2019,9,16,월,2,15,J1404,A,9,30,7298338.5,47523.5,J215,N,0.1168318210289103
2019,9,16,월,15,2,J1404,D,8,25,548237.5,5294.5,J215,N,0.3273751190853997
2019,9,16,월,1,2,B1822,A,18,55,20324878.5,120780.0,B12,N,0.05835244106596768
2019,9,16,월,2,1,B1822,D,18,0,7298338.5,47523.5,B12,N,0.14944961138275534
2019,9,16,월,15,2,J1405,A,8,10,548237.5,5294.5,J215,N,0.0452251190902024
2019,9,16,월,2,15,J1405,D,7,5,7298338.5,47523.5,J215,N,0.061612136576001085
2019,9,16,월,1,2,B1808,A,11,55,20324878.5,120780.0,B12,N,0.039444300594860184
2019,9,16,월,2,1,B1808,D,11,0,7298338.5,47523.5,B12,N,0.28380839476403924
2019,9,16,월,2,1,B1823,A,18,25,7298338.5,47523.5,B12,N,0.1313874272121162
2019,9,16,월,1,2,B1823,D,17,30,20324878.5,120780.0,B12,N,0.19218174157970633
2019,9,16,월,1,2,J1121,A,17,40,20324878.5,120780.0,J12,N,0.05043380093455287
2019,9,16,월,2,1,J1121,D,16,40,7298338.5,47523.5,J12,N,0.1843855669425136
2019,9,16,월,2,1,B1809,A,11,25,7298338.5,47523.5,B12,N,0.09730788745327291
2019,9,16,월,1,2,B1809,D,10,30,20324878.5,120780.0,B12,N,0.3732992696858649
2019,9,16,월,1,2,B1824,A,19,55,20324878.5,120780.0,B12,N,0.08805981967328183
2019,9,16,월,2,1,B1824,D,19,0,7298338.5,47523.5,B12,N,0.22700666578983095
2019,9,16,월,1,2,J1103,A,8,0,20324878.5,120780.0,J12,N,0.02307196573497442
2019,9,16,월,2,1,J1103,D,7,0,7298338.5,47523.5,J12,N,0.04339238260035663
2019,9,16,월,2,1,J1109,D,10,40,7298338.5,47523.5,J12,N,0.27519388766945996
2019,9,16,월,2,1,J1122,A,17,5,7298338.5,47523.5,J12,N,0.023655881015090682
2019,9,16,월,1,2,J1122,D,16,0,20324878.5,120780.0,J12,N,0.08212587842262653
2019,9,16,월,2,15,J1406,A,19,30,7298338.5,47523.5,J215,N,0.06386204572092054
2019,9,16,월,15,2,J1406,D,18,25,548237.5,5294.5,J215,N,0.1794294798507286
2019,9,16,월,2,1,B1811,A,12,25,7298338.5,47523.5,B12,N,0.06951072202968184
2019,9,16,월,1,2,B1811,D,11,30,20324878.5,120780.0,B12,N,0.29874517359829444
2019,9,16,월,2,1,B1825,A,19,25,7298338.5,47523.5,B12,N,0.2502515206704476
2019,9,16,월,1,2,B1825,D,18,30,20324878.5,120780.0,B12,N,0.4067152759584823
2019,9,16,월,2,1,J1104,A,8,5,7298338.5,47523.5,J12,N,0.019136724069901273
2019,9,16,월,1,2,J1104,D,7,0,20324878.5,120780.0,J12,N,0.0454007646341087
2019,9,16,월,2,1,J1110,A,11,5,7298338.5,47523.5,J12,N,0.03259729873391792
2019,9,16,월,1,2,J1110,D,10,0,20324878.5,120780.0,J12,N,0.18681641087888315
2019,9,16,월,1,2,J1123,A,18,40,20324878.5,120780.0,J12,N,0.03401891812416288
2019,9,16,월,2,1,J1123,D,17,40,7298338.5,47523.5,J12,N,0.1766146805110823
2019,9,16,월,15,2,J1407,A,11,55,548237.5,5294.5,J215,N,0.04145879362863499
2019,9,16,월,2,15,J1407,D,10,50,7298338.5,47523.5,J215,N,0.25861047431133477
2019,9,16,월,1,2,B1812,A,13,55,20324878.5,120780.0,B12,N,0.02860039591849759
2019,9,16,월,2,1,B1812,D,13,0,7298338.5,47523.5,B12,N,0.10193084980974916
2019,9,16,월,1,2,H1207,A,20,25,20324878.5,120780.0,H12,N,0.0947459376780525
2019,9,16,월,2,1,H1207,D,19,30,7298338.5,47523.5,H12,N,0.23111546725592455
2019,9,16,월,1,2,J1105,A,9,40,20324878.5,120780.0,J12,N,0.03016603538008403
2019,9,16,월,2,1,J1105,D,8,40,7298338.5,47523.5,J12,N,0.14235292671700805
2019,9,16,월,1,2,J1111,A,12,40,20324878.5,120780.0,J12,N,0.04094075124400361
2019,9,16,월,2,1,J1124,A,18,5,7298338.5,47523.5,J12,N,0.03845148416210588
2019,9,16,월,1,2,J1124,D,17,0,20324878.5,120780.0,J12,N,0.08256835590544419
2019,9,16,월,2,15,J1408,A,18,20,7298338.5,47523.5,J215,N,0.18041189568952265
2019,9,16,월,15,2,J1408,D,17,15,548237.5,5294.5,J215,N,0.3901107901832261
2019,9,16,월,1,2,B1826,A,20,55,20324878.5,120780.0,B12,N,0.061476988400329106
2019,9,16,월,2,1,B1826,D,20,0,7298338.5,47523.5,B12,N,0.17919125490267776
2019,9,16,월,2,1,J1111,D,11,40,7298338.5,47523.5,J12,N,0.17922210520321827
2019,9,16,월,2,15,A1531,A,20,20,7298338.5,47523.5,A215,N,0.12538563591025434
2019,9,16,월,15,2,A1531,D,19,20,548237.5,5294.5,A215,N,0.450827686900441
2019,9,16,월,2,1,B1813,A,13,25,7298338.5,47523.5,B12,N,0.11777966912339091
2019,9,16,월,1,2,B1813,D,12,30,20324878.5,120780.0,B12,N,0.34578413227580596
2019,9,16,월,2,1,B1827,A,20,25,7298338.5,47523.5,B12,N,0.13862138041678163
2019,9,16,월,1,2,B1827,D,19,30,20324878.5,120780.0,B12,N,0.2503280774811056
2019,9,16,월,2,1,H1208,A,21,5,7298338.5,47523.5,H12,N,0.10720673150378793
2019,9,16,월,1,2,H1208,D,19,50,20324878.5,120780.0,H12,N,0.49903715394026477
2019,9,16,월,2,1,J1106,A,9,5,7298338.5,47523.5,J12,N,0.03269942155227865
